,title,budget,popularity,production_companies,release_date,runtime,revenue,status,vote_average,vote_count,Year
3910,Slow West,0,14.936660999999999,"[{""name"": ""The New Zealand Film Commission"", ""id"": 7714}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""See Saw Films"", ""id"": 14631}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""DMC Films"", ""id"": 58085}]",2015-04-16,84.0,229094,Released,6.6,367,2015
3912,Next Day Air,0,2.747402,"[{""name"": ""Melee Entertainment"", ""id"": 3438}, {""name"": ""Next Day Air Productions"", ""id"": 3439}, {""name"": ""Secret Society Films"", ""id"": 3440}]",2009-02-06,84.0,0,Released,5.3,36,2009
3915,Trippin',0,0.185373,"[{""name"": ""Beacon Communications"", ""id"": 919}]",1999-05-12,94.0,9016377,Released,4.5,4,1999
3917,Phat Girlz,0,0.9826239999999999,[],2006-01-01,99.0,0,Released,3.7,10,2006
3918,Before Midnight,3000000,23.299907,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Venture Forth"", ""id"": 20313}]",2013-04-05,108.0,11176469,Released,7.4,568,2013
3921,Woman Thou Art Loosed,3000000,0.019984000000000002,[],2004-09-30,94.0,6804016,Released,5.0,3,2004
3922,Real Women Have Curves,0,1.026243,[],2002-01-01,86.0,0,Released,5.8,19,2002
3923,Water,0,2.787375,"[{""name"": ""David Hamilton Productions"", ""id"": 2146}, {""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Flagship International"", ""id"": 2148}, {""name"": ""Noble Nomad Pictures"", ""id"": 2149}]",2005-09-08,115.0,10422387,Released,6.8,34,2005
3924,East Is East,3800000,3.6673720000000003,"[{""name"": ""BBC"", ""id"": 5996}, {""name"": ""Assassin Films"", ""id"": 7151}, {""name"": ""Film4"", ""id"": 9349}]",1999-05-14,97.0,28200000,Released,6.5,59,1999
3925,Whipped,3000000,2.144354,"[{""name"": ""Hi-Rez Films"", ""id"": 48357}]",2000-09-01,82.0,0,Released,3.1,11,2000
3927,Please Give,3000000,5.325156,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Feelin' Guilty"", ""id"": 46402}]",2010-01-22,90.0,0,Released,6.0,57,2010
3932,Thirteen Conversations About One Thing,0,6.997495,[],2001-09-02,104.0,0,Released,6.4,25,2001
3933,Jawbreaker,3000000,4.337685,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Crossroads Films"", ""id"": 3058}, {""name"": ""Kramer-Tornell Productions"", ""id"": 67035}]",1999-01-30,87.0,3076820,Released,5.9,90,1999
3935,Frances Ha,0,15.492257,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""RT Features"", ""id"": 30666}, {""name"": ""Pine District Pictures"", ""id"": 88533}]",2013-05-17,86.0,4069826,Released,7.2,345,2013
3936,Tsotsi,3000000,2.504169,"[{""name"": ""Movieworld Productions"", ""id"": 563}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""UK Film & TV Production Company"", ""id"": 565}, {""name"": ""National Film & Video Foundation of South Africa"", ""id"": 566}]",2005-08-18,94.0,9879971,Released,6.9,94,2005
3938,DysFunktional Family,0,1.580027,"[{""name"": ""Brad Grey Pictures"", ""id"": 10958}]",2003-04-04,89.0,0,Released,6.1,4,2003
3939,Tusk,2800000,15.754614000000002,"[{""name"": ""Phase 4 Films"", ""id"": 9081}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""SModcast Pictures"", ""id"": 13642}, {""name"": ""A24"", ""id"": 41077}]",2014-09-19,102.0,1826705,Released,5.1,366,2014
3940,Oldboy,3000000,56.763490000000004,"[{""name"": ""Egg Films"", ""id"": 398}, {""name"": ""Show East"", ""id"": 399}]",2003-01-01,120.0,14980005,Released,8.0,1945,2003
3941,Letters to God,0,3.6448720000000003,"[{""name"": ""Mercy Creek Entretainment"", ""id"": 5568}]",2010-04-09,110.0,0,Released,6.5,37,2010
3942,Hobo with a Shotgun,3000000,16.900433,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Yer Dead Productions"", ""id"": 6869}, {""name"": ""Telefilm Canada"", ""id"": 7320}, {""name"": ""Whizbang Films"", ""id"": 17457}]",2011-05-06,86.0,748453,Released,5.7,211,2011
3943,Compadres,3000000,1.569246,[],2016-03-31,101.0,0,Released,5.2,17,2016
3945,Love's Abiding Joy,0,1.128559,[],2006-10-06,87.0,0,Released,5.8,12,2006
3946,Fish Tank,3000000,12.68672,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Kasander Film Company"", ""id"": 1049}, {""name"": ""ContentFilm"", ""id"": 1420}, {""name"": ""UK Film Council"", ""id"": 2452}]",2009-05-14,123.0,2357852,Released,6.9,250,2009
3947,Damsels in Distress,0,3.7503379999999997,"[{""name"": ""Westerly Films"", ""id"": 37812}]",2012-04-06,99.0,0,Released,5.6,67,2012
3949,Bachelorette,3000000,20.952820000000003,"[{""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""BCDF Pictures"", ""id"": 10290}]",2012-08-06,87.0,11947954,Released,5.3,444,2012
3950,Brave New Girl,0,0.18094000000000002,"[{""name"": ""Lions Gate Television"", ""id"": 7601}, {""name"": ""Park Lane Productions"", ""id"": 57346}]",2004-04-25,120.0,0,Released,3.7,3,2004
3951,Tim and Eric's Billion Dollar Movie,0,1.75311,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Funny or Die"", ""id"": 21213}]",2012-03-02,94.0,0,Released,5.2,34,2012
3952,Summer Storm,2700000,3.120747,"[{""name"": ""Claussen + W\u00f6bke Filmproduktion GmbH"", ""id"": 161}]",2004-09-02,98.0,0,Released,6.7,59,2004
3953,Fort McCoy,0,0.384496,[],2014-01-01,0.0,0,Released,6.3,2,2014
3954,Chain Letter,0,2.504156,"[{""name"": ""Tiger Tail Entertainment"", ""id"": 26087}, {""name"": ""Deon Taylor Enterprises"", ""id"": 26088}]",2010-10-01,96.0,0,Released,3.9,37,2010
3955,Just Looking,3000000,0.431332,"[{""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Camellia Productions"", ""id"": 39226}]",1999-10-21,97.0,0,Released,5.8,5,1999
3956,The Divide,3000000,11.882563000000001,"[{""name"": ""Instinctive Film"", ""id"": 4306}, {""name"": ""Manitoba Film and Video Production Tax Credit"", ""id"": 11715}, {""name"": ""Preferred Content"", ""id"": 13362}, {""name"": ""Julijette"", ""id"": 34994}, {""name"": ""Ink Connection"", ""id"": 46135}, {""name"": ""BR Group"", ""id"": 46136}, {""name"": ""Manitoba Film & Music"", ""id"": 46137}]",2011-03-13,112.0,22000,Released,5.7,197,2011
3957,The Eclipse,0,9.342464999999999,[],2009-04-24,88.0,0,Released,6.1,15,2009
3958,Demonic,3000000,12.564554,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""First Point Entertainment"", ""id"": 7424}, {""name"": ""IM Global"", ""id"": 7437}]",2015-02-12,83.0,3387000,Released,4.9,148,2015
3959,My Big Fat Independent Movie,0,0.6882199999999999,"[{""name"": ""Film Threat DVD"", ""id"": 60481}, {""name"": ""Aloha Pictures"", ""id"": 73337}]",2005-03-04,80.0,0,Released,3.0,5,2005
3960,The Deported,0,0.194848,[],2010-06-15,90.0,0,Released,0.0,0,2010
3961,Tanner Hall,0,2.015525,"[{""name"": ""Tax Credit Finance"", ""id"": 3782}]",2009-09-14,96.0,0,Released,5.4,32,2009
3962,Open Road,3000000,2.680629,"[{""name"": ""Society Entertainment"", ""id"": 11740}, {""name"": ""BB Film Productions"", ""id"": 41602}, {""name"": ""Marcio Garcia Producoes"", ""id"": 80561}]",2013-04-12,85.0,0,Released,5.2,18,2013
3963,They Came Together,0,12.036888000000001,"[{""name"": ""Lionsgate"", ""id"": 1632}]",2014-06-27,84.0,0,Released,5.3,171,2014
3964,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0,1.737032,"[{""name"": ""Silver Nitrate Films"", ""id"": 2262}, {""name"": ""Silver Nitrate Pictures"", ""id"": 3641}]",2013-01-14,80.0,0,Released,2.9,28,2013
3965,Never Back Down 2: The Beatdown,3000000,9.249229,[],2011-09-13,90.0,0,Released,5.8,136,2011
3967,Four Single Fathers,3,0.008263,"[{""name"": ""Indiana Production Company"", ""id"": 18156}]",2009-01-15,100.0,0,Released,0.0,0,2009
3968,Enter the Dangerous Mind,0,1.9988259999999998,"[{""name"": ""Cimarron Productions"", ""id"": 4554}, {""name"": ""Vedette Finance"", ""id"": 34381}]",2013-03-11,88.0,0,Released,4.8,14,2013
3969,Something Wicked,3000000,1.968679,"[{""name"": ""Merchant Films"", ""id"": 21110}]",2014-04-04,95.0,0,Released,4.6,16,2014
3970,AWOL-72,3000000,1.141463,"[{""name"": ""Triumphant Entertainment"", ""id"": 60490}]",2015-08-07,79.0,0,Released,2.8,10,2015
3972,Chicago Overcoat,3200000,1.034844,"[{""name"": ""Chicago Overcoat Productions"", ""id"": 72688}, {""name"": ""Beverly Ridge Pictures"", ""id"": 72689}]",2009-10-10,95.0,0,Released,6.1,5,2009
3973,Barry Munday,0,1.975941,"[{""name"": ""Prospect Pictures"", ""id"": 8820}, {""name"": ""Corner Store Entertainment"", ""id"": 8871}, {""name"": ""Far Hills Pictures"", ""id"": 9038}, {""name"": ""Stick 'N' Stone Productions"", ""id"": 9039}]",2010-03-13,95.0,0,Released,6.3,22,2010
3976,Close Range,0,5.485217,"[{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Compound B"", ""id"": 4322}, {""name"": ""Underdogg Entertainment"", ""id"": 68373}, {""name"": ""Entropy"", ""id"": 75142}]",2015-12-11,80.0,0,Released,4.9,54,2015
3977,Boynton Beach Club,0,0.18887,[],2005-08-05,105.0,0,Released,6.8,3,2005
3978,Amnesiac,3000000,3.0778849999999998,"[{""name"": ""Infra-Red Pictures"", ""id"": 61428}]",2015-08-14,90.0,0,Released,4.1,52,2015
3979,Freakonomics,3000000,1.7814619999999999,"[{""name"": ""Chad Troutwine Films"", ""id"": 7367}, {""name"": ""Green Film Company"", ""id"": 7368}, {""name"": ""Human Worldwide"", ""id"": 7369}, {""name"": ""Loki Films"", ""id"": 7370}]",2010-10-01,93.0,103735,Released,6.6,36,2010
3980,High Tension,0,4.952983000000001,"[{""name"": ""Alexandre Films"", ""id"": 2926}, {""name"": ""EuropaCorp"", ""id"": 6896}]",2003-06-18,91.0,0,Released,6.6,271,2003
3981,Griff the Invisible,2902660,1.3508799999999999,"[{""name"": ""Screen Australia"", ""id"": 7584}]",2011-08-19,93.0,0,Released,6.1,34,2011
3982,Unnatural,0,0.687656,"[{""name"": ""August Heart Entertainment"", ""id"": 65834}]",2015-10-16,89.0,0,Released,4.3,12,2015
3983,Hustle & Flow,8000000,6.39503,"[{""name"": ""MTV Films"", ""id"": 746}]",2005-07-22,116.0,23563727,Released,6.9,99,2005
3988,Diary of the Dead,2000000,15.351412,"[{""name"": ""Artfire Films"", ""id"": 3240}]",2007-09-08,95.0,5364858,Released,5.4,190,2007
3989,Lage Raho Munna Bhai,0,2.436019,[],2006-01-01,144.0,0,Released,7.6,44,2006
3992,Sardaarji,0,0.296981,[],2015-06-26,0.0,0,Released,9.5,2,2015
3993,Journey to Saturn,0,1.7766240000000002,"[{""name"": ""Nordisk Film"", ""id"": 235}, {""name"": ""A. Film"", ""id"": 3922}, {""name"": ""ntc"", ""id"": 13210}]",2008-09-26,90.0,0,Released,4.9,10,2008
3999,Ida,2159280,13.265432,"[{""name"": ""Danish Film Institute"", ""id"": 125}, {""name"": ""Portobello Pictures"", ""id"": 486}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+ Polska"", ""id"": 6476}, {""name"": ""Opus Film"", ""id"": 6477}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""Phoenix Film Investments"", ""id"": 44171}, {""name"": ""City of Lodz"", ""id"": 72682}, {""name"": ""Phoenix Film Poland"", ""id"": 72683}]",2013-10-25,80.0,10700000,Released,7.1,260,2013
4001,Beer League,0,1.73892,"[{""name"": ""Identity Films"", ""id"": 2870}, {""name"": ""CKRush Entertainment"", ""id"": 68353}]",2006-09-15,86.0,0,Released,5.3,22,2006
4002,Riding Giants,2600000,0.8959459999999999,[],2004-07-09,105.0,3166000,Released,7.6,23,2004
4003,Timecrimes,2600000,19.02965,"[{""name"": ""Ars\u00e9nico Producciones"", ""id"": 10086}, {""name"": ""Zip Films"", ""id"": 12955}, {""name"": ""Fine Productions"", ""id"": 23501}, {""name"": ""Karbo Vantas Entertainment"", ""id"": 23502}]",2007-09-20,92.0,553198,Released,7.0,308,2007
4004,Silver Medalist,0,0.406645,[],2009-01-20,99.0,0,Released,7.4,13,2009
4005,Timber Falls,2600000,3.6875739999999997,"[{""name"": ""Ascendant Pictures"", ""id"": 1204}, {""name"": ""A-Mark Entertainment"", ""id"": 2248}, {""name"": ""Film Tiger"", ""id"": 4305}, {""name"": ""Rifkin-Eberts"", ""id"": 4307}]",2007-12-07,97.0,0,Released,5.2,38,2007
4007,"Fat, Sick & Nearly Dead",0,0.545825,[],2010-04-16,97.0,0,Released,7.1,47,2010
4008,A Haunted House,2500000,18.661541,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Open Road Films"", ""id"": 10427}]",2013-01-11,86.0,60141683,Released,5.4,516,2013
4009,2016: Obama's America,2500000,0.973582,[],2012-07-13,87.0,33400000,Released,4.6,19,2012
4014,Kevin Hart: Let Me Explain,0,9.799357,"[{""name"": ""Hartbeat Productions"", ""id"": 40268}]",2013-07-03,74.0,32230907,Released,7.1,95,2013
4016,Garden State,2500000,30.583959000000004,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Large's Ark Productions"", ""id"": 11729}]",2004-07-28,102.0,26781723,Released,7.1,618,2004
4018,Evil Words,0,0.20503400000000002,"[{""name"": ""Go Films"", ""id"": 13313}]",2003-10-03,100.0,0,Released,6.9,8,2003
4019,Jesus' Son,0,5.581743,"[{""name"": ""Evenstar Films"", ""id"": 4620}]",1999-09-05,107.0,0,Released,6.7,22,1999
4020,Saving Face,0,2.4872549999999998,[],2004-09-12,91.0,0,Released,6.8,32,2004
4021,Brick Lane,0,0.262135,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ruby Films"", ""id"": 2054}, {""name"": ""Film4"", ""id"": 9349}]",2007-11-16,102.0,0,Released,5.2,15,2007
4022,Robot & Frank,2500000,23.419061,"[{""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Park Pictures"", ""id"": 13466}, {""name"": ""TBB"", ""id"": 13467}, {""name"": ""Dog Run Pictures"", ""id"": 13468}, {""name"": ""White Hat"", ""id"": 13469}]",2012-08-16,85.0,3325038,Released,6.8,450,2012
4023,My Life Without Me,0,7.958831,"[{""name"": ""El Deseo"", ""id"": 49}, {""name"": ""Milestone Productions"", ""id"": 77}]",2003-03-07,106.0,9726954,Released,7.2,77,2003
4024,The Spectacular Now,2500000,25.722747000000002,"[{""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Andrew Lauren Productions (ALP)"", ""id"": 19194}, {""name"": ""Global Produce"", ""id"": 30133}, {""name"": ""A24"", ""id"": 41077}]",2013-08-02,95.0,6854611,Released,6.8,1048,2013
4025,Religulous,0,9.774125999999999,"[{""name"": ""Lions Gate Films"", ""id"": 35}]",2008-10-01,101.0,0,Released,7.2,197,2008
4026,Fuel,0,0.197469,[],2008-11-14,90.0,0,Released,7.0,3,2008
4027,Valley of the Heart's Delight,0,0.142255,[],2006-04-24,100.0,0,Released,7.0,1,2006
4028,Eye of the Dolphin,2500000,0.30188400000000004,"[{""name"": ""Gold/Miller Productions"", ""id"": 1607}, {""name"": ""120dB Films"", ""id"": 5113}, {""name"": ""Paradise Productions"", ""id"": 38616}, {""name"": ""Quantum Entertainment"", ""id"": 38617}, {""name"": ""MovieBank"", ""id"": 38618}, {""name"": ""Galaxy Productions"", ""id"": 38619}]",2007-08-24,100.0,71904,Released,7.1,7,2007
4029,8: The Mormon Proposition,0,0.424957,[],2010-01-01,80.0,0,Released,5.5,6,2010
4030,The Other End of the Line,14000000,3.393648,"[{""name"": ""Adlabs Films Ltd."", ""id"": 3703}, {""name"": ""Metro-Goldwyn-Mayer Pictures"", ""id"": 6127}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Brass Hat Films"", ""id"": 13817}]",2008-10-29,106.0,0,Released,6.1,50,2008
4031,Anatomy,0,5.025938,"[{""name"": ""Claussen + W\u00f6bke Filmproduktion GmbH"", ""id"": 161}]",2000-02-03,103.0,0,Released,6.1,61,2000
4032,Sleep Dealer,2500000,4.624691,"[{""name"": ""Likely Story"", ""id"": 1785}]",2008-12-10,90.0,107559,Released,6.0,40,2008
4033,Super,2500000,12.204569000000001,"[{""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Ambush Entertainment"", ""id"": 14406}, {""name"": ""Crimson Bolt"", ""id"": 14407}]",2010-09-09,96.0,324138,Released,6.6,441,2010
4034,Christmas Mail,0,0.6302260000000001,[],2010-12-01,89.0,0,Released,5.0,15,2010
4035,Stung,2500000,4.2704889999999995,"[{""name"": ""Rat Pack Filmproduktion"", ""id"": 5754}, {""name"": ""XYZ Films"", ""id"": 12142}]",2015-07-03,87.0,0,Released,4.9,63,2015
4036,Antibirth,35000000,3.674294,"[{""name"": ""Hideaway Pictures"", ""id"": 20068}, {""name"": ""Traverse Media"", ""id"": 46241}, {""name"": ""Culmination Productions"", ""id"": 86523}]",2016-09-02,94.0,0,Released,4.8,40,2016
4038,Thr3e,0,1.9467150000000002,"[{""name"": ""MovieRoom Productions"", ""id"": 2776}]",2006-12-01,101.0,0,Released,4.8,21,2006
4039,Idiocracy,30000000,27.940093,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ternion Pictures"", ""id"": 20992}]",2006-09-01,84.0,495303,Released,6.3,664,2006
4040,The Rise of the Krays,2500000,1.7595060000000002,"[{""name"": ""Carnaby International"", ""id"": 4098}, {""name"": ""Saracen Films"", ""id"": 32475}, {""name"": ""Torn Pictures"", ""id"": 62102}]",2015-08-29,110.0,0,Released,4.5,19,2015
4041,This Is England,2380000,8.395624,"[{""name"": ""EM Media"", ""id"": 1917}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Screen Yorkshire"", ""id"": 2690}, {""name"": ""Big Arty Productions"", ""id"": 3519}]",2006-09-12,101.0,8176544,Released,7.4,363,2006
4042,U.F.O.,2500000,8.248149,"[{""name"": ""Hawthorn Productions"", ""id"": 19181}, {""name"": ""Hawthorne Productions"", ""id"": 19182}]",2012-12-14,101.0,0,Released,3.1,47,2012
4044,Go for It!,2450000,0.500753,"[{""name"": ""Pantelion Film"", ""id"": 8573}]",2011-05-13,105.0,0,Released,4.6,5,2011
4047,Redemption Road,0,0.19726400000000002,"[{""name"": ""Heavy Duty Entertainment"", ""id"": 4097}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Liberty Road Entertainment"", ""id"": 49793}]",2011-08-26,91.0,0,Released,4.7,6,2011
4048,The Calling,0,5.759493,"[{""name"": ""Darius Films"", ""id"": 5486}, {""name"": ""Manis Film"", ""id"": 21882}, {""name"": ""Breaking Ball Films"", ""id"": 29098}, {""name"": ""Stage 6 Films"", ""id"": 29099}]",2014-08-05,108.0,0,Released,5.6,88,2014
4051,8 Days,0,0.015295,"[{""name"": ""After Eden Pictures"", ""id"": 85248}]",2014-06-15,90.0,0,Released,0.0,0,2014
4054,The Last Sin Eater,0,2.371477,[],2007-02-09,117.0,0,Released,6.2,11,2007
4055,Do You Believe?,0,2.470443,"[{""name"": ""Believe Entertainment"", ""id"": 3308}, {""name"": ""Pure Flix Entertainment"", ""id"": 6427}, {""name"": ""Toy Gun Films"", ""id"": 34233}, {""name"": ""10 West Studios"", ""id"": 48509}]",2015-03-20,115.0,0,Released,6.6,48,2015
4056,Impact Point,0,1.532518,[],2008-06-13,90.0,0,Released,5.7,5,2008
4058,Eden,2300000,2.713171,"[{""name"": ""Ombra Films"", ""id"": 23513}, {""name"": ""Perlapartment Pictures"", ""id"": 63628}, {""name"": ""Gobsmack"", ""id"": 63629}, {""name"": ""H&H Creative Ventures"", ""id"": 63630}]",2015-10-22,97.0,0,Released,5.6,19,2015
4059,Chicken Tikka Masala,0,0.258413,[],2005-04-22,90.0,0,Released,3.5,5,2005
4060,There's Always Woodstock,0,2.0257009999999998,"[{""name"": ""Sunrise Films"", ""id"": 19850}]",2014-11-14,90.0,0,Released,5.4,12,2014
4061,Jack Brooks: Monster Slayer,0,2.6598040000000003,"[{""name"": ""Brookstreet Pictures"", ""id"": 3160}, {""name"": ""Sound Venture Productions"", ""id"": 48420}]",2007-10-09,85.0,0,Released,5.7,59,2007
4063,Bully,0,6.677092999999999,"[{""name"": ""StudioCanal"", ""id"": 694}]",2001-06-15,113.0,480811,Released,6.7,125,2001
4064,Elling,0,2.5263560000000003,"[{""name"": ""Maipo Film- og TV Produksjon"", ""id"": 2009}]",2001-03-16,89.0,0,Released,7.0,51,2001
4065,Mi America,2100000,0.039007,"[{""name"": ""Industrial House Films"", ""id"": 65589}]",2015-10-16,126.0,3330,Released,0.0,0,2015
4066,[REC],1500000,31.691616999999997,"[{""name"": ""Filmax"", ""id"": 3631}]",2007-04-10,78.0,30448000,Released,7.1,934,2007
4067,Lies in Plain Sight,0,0.47908999999999996,[],2010-10-03,88.0,0,Released,4.5,4,2010
4068,Sharkskin,0,0.027801,[],2015-01-01,0.0,0,Released,0.0,0,2015
4069,Containment,0,2.122451,"[{""name"": ""Bright Cold Day Films"", ""id"": 71899}, {""name"": ""Patchwork Productions"", ""id"": 71900}, {""name"": ""Bandoola Productions"", ""id"": 71901}]",2015-07-09,77.0,0,Released,5.1,36,2015
4070,The Timber,0,0.803761,"[{""name"": ""ANA Media"", ""id"": 21817}]",2015-02-27,81.0,0,Released,4.1,15,2015
4074,It Follows,2000000,100.87679399999999,"[{""name"": ""Northern Lights Films"", ""id"": 8714}, {""name"": ""Animal Kingdom"", ""id"": 26995}, {""name"": ""Two Flints"", ""id"": 52739}]",2015-02-04,100.0,14674076,Released,6.6,1832,2015
4079,Boys Don't Cry,2000000,15.557144000000001,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""The Independent Film Channel Productions"", ""id"": 54}, {""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}]",1999-09-02,118.0,11540607,Released,7.2,353,1999
4080,Silent House,2000000,11.666319999999999,"[{""name"": ""Elle Driver"", ""id"": 6930}, {""name"": ""Tazora Films"", ""id"": 25904}]",2011-01-21,85.0,13101672,Released,5.2,125,2011
4081,The Lives of Others,2000000,34.938177,"[{""name"": ""Arte"", ""id"": 201}, {""name"": ""Wiedemann & Berg Filmproduktion"", ""id"": 336}, {""name"": ""Creado Film"", ""id"": 337}, {""name"": ""Bayerischer Rundfunk (BR)"", ""id"": 7333}]",2006-03-15,137.0,70000000,Released,7.9,958,2006
4082,Courageous,1000000,5.961119,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""Sherwood Pictures"", ""id"": 41967}, {""name"": ""Alabama Production Group"", ""id"": 63902}]",2011-09-30,129.0,34522221,Released,6.8,77,2011
4085,The Triplets of Belleville,8000000,13.944645000000001,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Production Champion"", ""id"": 7488}, {""name"": ""Vivi Film"", ""id"": 7489}]",2003-06-11,80.0,1477676,Released,7.3,231,2003
4087,American Splendor,0,7.792851,[],2003-08-15,101.0,6003587,Released,7.1,120,2003
4088,Before Sunset,2700000,14.799323000000001,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Film Production"", ""id"": 98}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]",2004-02-10,80.0,15992615,Released,7.6,718,2004
4089,Amores perros,2000000,23.281616,"[{""name"": ""Altavista Films"", ""id"": 5084}, {""name"": ""Zeta Film"", ""id"": 11230}]",2000-06-16,154.0,20908467,Released,7.6,521,2000
4090,Thirteen,2000000,20.331592999999998,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Sound for Film"", ""id"": 1143}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Antidote Films (I)"", ""id"": 23912}]",2003-08-20,100.0,4601043,Released,6.7,339,2003
4092,Winter's Bone,2000000,20.834882999999998,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Winter's Bone Productions"", ""id"": 19778}]",2010-06-11,100.0,13831503,Released,6.8,565,2010
4093,Touching the Void,0,14.045886999999999,"[{""name"": ""Darlow Smithson Productions"", ""id"": 2015}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""PBS"", ""id"": 5826}, {""name"": ""Film4"", ""id"": 9349}]",2003-09-05,106.0,13885802,Released,7.6,138,2003
4095,Me and You and Everyone We Know,0,9.719094,"[{""name"": ""IFC Films"", ""id"": 307}]",2005-06-17,90.0,0,Released,7.0,107,2005
4096,Inside Job,2000000,16.930914,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Sony Pictures Home Entertainment"", ""id"": 5388}]",2010-10-08,109.0,7871522,Released,7.7,286,2010
4097,We Are Your Friends,6000000,28.819423999999998,"[{""name"": ""Working Title Films"", ""id"": 10163}]",2015-08-26,96.0,11122090,Released,6.3,658,2015
4098,Ghost Dog: The Way of the Samurai,0,18.223139,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""Degeto Film"", ""id"": 986}, {""name"": ""ARD"", ""id"": 1251}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Plywood Productions"", ""id"": 59348}]",1999-09-13,116.0,0,Released,7.2,298,1999
4099,Harsh Times,2000000,12.999023,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",2005-09-11,120.0,5967038,Released,6.3,197,2005
4100,Captive,2000000,6.7288820000000005,"[{""name"": ""Itaca Films"", ""id"": 16322}, {""name"": ""BN Films"", ""id"": 30531}, {""name"": ""Brightside Entertainment"", ""id"": 56735}, {""name"": ""1019 Entertainment"", ""id"": 56736}, {""name"": ""Yoruba Saxon Productions"", ""id"": 65927}]",2015-09-17,97.0,2801508,Released,5.6,92,2015
4101,Full Frontal,2000000,1.9568599999999998,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Populist Pictures"", ""id"": 14729}, {""name"": ""Monophonic Inc."", ""id"": 69989}]",2002-08-02,96.0,2506446,Released,4.8,26,2002
